367488370,2023-01-01T00:00:00,36.91811,-75.32403,5.6,204.2,214.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:01:05,36.91669,-75.32494,5.3,204.8,215.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:03:11,36.91399,-75.32690,5.4,212.2,219.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:04:13,36.91266,-75.32792,5.3,214.2,219.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:02:08,36.91535,-75.32590,5.5,206.9,217.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:06:23,36.90993,-75.33004,5.3,216.1,219.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:07:24,36.90864,-75.33103,5.5,210.8,220.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:08:26,36.90732,-75.33209,5.5,213.4,218.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:05:17,36.91130,-75.32894,5.3,211.8,219.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:10:30,36.90470,-75.33419,5.4,209.2,219.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:11:32,36.90335,-75.33519,5.5,212.6,217.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:12:33,36.90205,-75.33618,5.4,211.8,216.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:13:37,36.90067,-75.33725,5.6,210.5,218.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:14:43,36.89926,-75.33836,5.4,210.5,221.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:15:46,36.89793,-75.33942,5.5,212.9,220.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:16:54,36.89643,-75.34054,5.5,208.9,214.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:17:57,36.89499,-75.34146,5.7,204.8,213.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:19:02,36.89347,-75.34236,5.7,202.5,211.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:20:04,36.89199,-75.34315,5.7,203.8,207.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:21:05,36.89053,-75.34387,5.4,197.7,208.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:23:07,36.88766,-75.34529,5.6,199.4,207.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:25:15,36.88456,-75.34671,5.5,201.0,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:09:29,36.90598,-75.33316,5.5,210.5,221.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:24:13,36.88607,-75.34602,5.5,199.6,207.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:28:20,36.88013,-75.34879,5.7,195.0,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:26:17,36.88306,-75.34739,5.7,198.5,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:29:22,36.87859,-75.34948,5.7,199.9,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:30:25,36.87706,-75.35022,5.8,202.1,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:32:29,36.87400,-75.35163,5.7,199.4,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:31:27,36.87555,-75.35092,5.8,199.7,204.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:34:33,36.87096,-75.35308,5.6,199.8,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:37:43,36.86619,-75.35547,6.0,199.7,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:36:41,36.86775,-75.35467,5.8,204.6,204.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:35:38,36.86934,-75.35386,5.8,202.4,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:38:46,36.86464,-75.35629,5.9,203.1,204.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:41:53,36.86000,-75.35877,6.0,203.6,207.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:40:52,36.86152,-75.35792,5.6,201.4,203.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:42:54,36.85845,-75.35962,6.0,202.1,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:43:55,36.85694,-75.36048,5.9,204.6,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:44:57,36.85534,-75.36134,6.1,202.4,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:45:59,36.85377,-75.36221,6.1,201.8,207.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:47:01,36.85222,-75.36310,6.0,200.9,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:49:07,36.84906,-75.36486,5.9,203.2,206.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:48:03,36.85068,-75.36398,6.0,205.9,204.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
367488370,2023-01-01T00:50:09,36.84752,-75.36574,6.0,200.0,205.0,RACHEL,IMO7600378,WDF7809,31,11,31,9,4.0,98,A
